"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","gene"
"AL731568.1",1.66433748659485e-07,0.156034585408977,0.24,0.415,0.00968677703947935,"up","AL731568.1"
"AC005154.3",1.66630726206426e-07,0.235359120112233,0.115,0.264,0.00969824152666641,"up","AC005154.3"
"ADGRF4",1.66782474870847e-07,0.224744675570547,0.312,0.528,0.00970707360243304,"up","ADGRF4"
"Z92544.2",1.67328916429322e-07,0.313819924628092,0.354,0.547,0.00973887759401937,"up","Z92544.2"
"ANO1",1.67620921331352e-07,0.255888031250136,0.292,0.566,0.00975587286332734,"up","ANO1"
"AL138690.1",1.68759605722183e-07,0.157346792386548,0.26,0.509,0.00982214657224248,"up","AL138690.1"
"AL357033.4",1.69184694374862e-07,0.172725954849941,0.062,0.274,0.00984688758200573,"up","AL357033.4"
"AC013549.1",1.69562579637034e-07,0.158411678684601,0.115,0.311,0.00986888126003467,"up","AC013549.1"
"CRYBA4",1.702979070407e-07,0.109087630702729,0.104,0.283,0.00991167878558283,"up","CRYBA4"
"AC015961.2",1.71009738434599e-07,0.420819206081807,0.438,0.585,0.00995310879637055,"up","AC015961.2"
"AC026369.1",1.7145910228219e-07,0.190472538192139,0.24,0.481,0.00997926267102801,"up","AC026369.1"
"AP003557.2",1.71483869433229e-07,0.135089599398396,0.073,0.264,0.00998070416875277,"up","AP003557.2"
"KIF5A",1.71524708644433e-07,0.944692115283433,0.938,0.981,0.0099830810925233,"up","KIF5A"
"PTGS1",1.71756591572051e-07,0.127421804494618,0.188,0.434,0.00999657714267649,"up","PTGS1"
"CDH20",1.72741372065431e-07,0.665325361714006,0.458,0.651,0.0100538933369522,"up","CDH20"
"LILRB4",1.72788368973739e-07,0.196425412290978,0.104,0.292,0.0100566286510096,"up","LILRB4"
"AKR1C3",1.73063338506835e-07,-0.97328650818574,0.635,0.934,0.0100726324277748,"down","AKR1C3"
"AL049629.1",1.7421935664257e-07,0.374426408018806,0.281,0.396,0.0101399149953109,"up","AL049629.1"
"AL021707.8",1.74293065115507e-07,0.136654343427505,0.094,0.274,0.0101442049758528,"up","AL021707.8"
"AL353803.2",1.75222832830423e-07,0.224197589266246,0.271,0.434,0.0101983193163963,"up","AL353803.2"
"AC023510.2",1.75802407145709e-07,0.146078899200655,0.229,0.472,0.0102320517006946,"up","AC023510.2"
"LINC01411",1.75994326632925e-07,0.199078191841523,0.146,0.358,0.0102432217986895,"up","LINC01411"
"AC100803.4",1.76464705630709e-07,0.448780326007356,0.438,0.594,0.0102705987971186,"up","AC100803.4"
"KLHDC7B",1.76478247842349e-07,0.138623708219686,0.094,0.264,0.0102713869809204,"up","KLHDC7B"
"AC092354.1",1.77930962902432e-07,0.156136308871475,0.219,0.368,0.0103559379028473,"up","AC092354.1"
"NIPAL4",1.77975061860007e-07,0.555159561117168,0.479,0.642,0.0103585045503762,"up","NIPAL4"
"IRF8",1.78314648033622e-07,0.270582986926271,0.312,0.547,0.0103782691448529,"up","IRF8"
"AC007497.1",1.78776163827073e-07,0.137256523260436,0.104,0.302,0.0104051302870633,"up","AC007497.1"
"AC135279.4",1.79018257023012e-07,0.168483241755183,0.229,0.472,0.0104192205952534,"up","AC135279.4"
"AL606834.2",1.79281841649233e-07,0.560553105079277,0.438,0.538,0.0104345617476687,"up","AL606834.2"
"AC117453.1",1.79373799561956e-07,0.181163032649274,0.146,0.283,0.0104399138821049,"up","AC117453.1"
"LINC01879",1.80221717569154e-07,0.261521846547418,0.344,0.509,0.0104892644059599,"up","LINC01879"
"AC010973.1",1.80506388299178e-07,0.262556035536391,0.083,0.349,0.0105058328117888,"up","AC010973.1"
"LINC00634",1.80582157802063e-07,0.120667192461227,0.073,0.292,0.0105102427483957,"up","LINC00634"
"AL135838.1",1.80745198583273e-07,0.120980630549419,0.177,0.481,0.0105197320479437,"up","AL135838.1"
"AC087203.3",1.80977364773804e-07,0.160081646302661,0.198,0.387,0.010533244584565,"up","AC087203.3"
"AP000424.1",1.81545465027124e-07,0.611005388923655,0.396,0.575,0.0105663091555087,"up","AP000424.1"
"LINC01664",1.81604589145312e-07,0.45657893816445,0.573,0.67,0.0105697502974354,"up","LINC01664"
"ZNF704",1.83126369104149e-07,0.536085948216693,0.615,0.811,0.0106583209345997,"up","ZNF704"
"LINC02012",1.83908831824814e-07,0.171236058664005,0.156,0.425,0.0107038618298678,"up","LINC02012"
"LINC01852",1.84120427251523e-07,0.163236954323939,0.094,0.274,0.0107161771068931,"up","LINC01852"
"FIBCD1",1.844601635239e-07,0.129752738911334,0.094,0.302,0.010735950437418,"up","FIBCD1"
"CRBN",1.85426961819551e-07,0.55553993170444,0.99,1,0.0107922200318215,"up","CRBN"
"TDO2",1.88358829572005e-07,0.10531621610184,0.094,0.415,0.0109628605987498,"up","TDO2"
"AC018553.1",1.88844452300742e-07,0.125750631666558,0.177,0.387,0.0109911248128078,"up","AC018553.1"
"AC004943.1",1.89099344176895e-07,0.15369810973955,0.229,0.443,0.0110059600297837,"up","AC004943.1"
"TEKT5",1.90065387149085e-07,0.283979047565219,0.333,0.538,0.0110621856628511,"up","TEKT5"
"PSMA8",1.9022963679147e-07,0.130893988957063,0.146,0.425,0.0110717453205371,"up","PSMA8"
"AL645933.2",1.91807267434016e-07,0.141349918101039,0.083,0.255,0.0111635665791946,"up","AL645933.2"
"AC103858.3",1.92136880753718e-07,0.210417762827147,0.177,0.349,0.0111827507336279,"up","AC103858.3"
"FBLN2",1.93090643442396e-07,0.096815280945223,0.146,0.377,0.0112382616296343,"up","FBLN2"
"STOM",1.93117628125886e-07,0.785610391243686,0.927,0.991,0.0112398321921828,"up","STOM"
"AC007684.2",1.93381874215327e-07,0.185238178662557,0.312,0.566,0.0112552118430805,"up","AC007684.2"
"AL807776.1",1.94527098064293e-07,0.171623991893542,0.26,0.519,0.011321866161538,"up","AL807776.1"
"AL161668.1",1.95592420401292e-07,0.136395582697684,0.146,0.368,0.011383870052196,"up","AL161668.1"
"AL008730.1",1.95718915634929e-07,0.199505859664273,0.208,0.434,0.0113912323277841,"up","AL008730.1"
"KCNT1",1.96296939325252e-07,0.130930396847848,0.281,0.462,0.0114248744626083,"up","KCNT1"
"RGS16",1.96308143202657e-07,0.795868743661521,0.969,1,0.011425526550681,"up","RGS16"
"GPSM1",1.96947288333965e-07,1.07662630587299,0.906,0.991,0.0114627260756134,"up","GPSM1"
"TEX15",1.97159730835976e-07,0.118828345203897,0.083,0.321,0.0114750906541155,"up","TEX15"
"AC127537.1",1.971663708219e-07,0.222363407620588,0.333,0.519,0.0114754771145762,"up","AC127537.1"
"AC087855.2",1.97342827017001e-07,0.327717973671228,0.25,0.406,0.0114857472180435,"up","AC087855.2"
"SAMMSON",1.97655756401811e-07,0.155984773147885,0.271,0.528,0.0115039603340982,"up","SAMMSON"
"AL136301.1",1.97746025371564e-07,0.130549814622557,0.167,0.396,0.0115092141686758,"up","AL136301.1"
"LINC01117",1.97935192794578e-07,0.53277571301366,0.448,0.585,0.01152022409103,"up","LINC01117"
"OSMR-AS1",1.98499256780395e-07,0.198303799855076,0.188,0.283,0.0115530537431326,"up","OSMR-AS1"
"ASPA",1.99867887522534e-07,0.0655581867138073,0.271,0.434,0.0116327107895865,"up","ASPA"
"PLXNA2",1.99920922858774e-07,0.738206570686037,0.948,1,0.0116357975522263,"up","PLXNA2"
"LAG3",1.99974389208509e-07,0.104898703799759,0.188,0.453,0.0116389094007137,"up","LAG3"
"LINC02198",2.01678965800699e-07,0.176700222470649,0.146,0.33,0.0117381191675323,"up","LINC02198"
"CRYBG3",2.01969281102848e-07,0.80781032233808,0.927,0.991,0.011755016098748,"up","CRYBG3"
"RRH",2.01985905317526e-07,0.256646362519546,0.385,0.566,0.0117559836612906,"up","RRH"
"AANAT",2.02014200983398e-07,0.142977257350479,0.198,0.453,0.0117576305256357,"up","AANAT"
"AC092535.2",2.02089980295482e-07,0.349718577771209,0.25,0.528,0.0117620410331577,"up","AC092535.2"
"AC127540.2",2.02221999777257e-07,0.149405771350358,0.271,0.472,0.0117697248310359,"up","AC127540.2"
"SFTPA2",2.02422866451207e-07,0.303353422190993,0.24,0.491,0.0117814156731932,"up","SFTPA2"
"AL162718.3",2.03027173105388e-07,0.168514542747658,0.167,0.321,0.0118165875290798,"up","AL162718.3"
"AC124017.1",2.03502114776509e-07,0.168013660060118,0.219,0.368,0.0118442300842224,"up","AC124017.1"
"AL161729.4",2.0453609388986e-07,0.15765902224759,0.219,0.425,0.0119044097365776,"up","AL161729.4"
"FZD2",2.05018871456494e-07,0.103261816755611,0.073,0.292,0.0119325083565109,"up","FZD2"
"AP000662.1",2.05731611474381e-07,0.141408639229665,0.115,0.311,0.0119739912510319,"up","AP000662.1"
"AL355297.3",2.06085871220398e-07,0.18242626830814,0.177,0.434,0.0119946098767696,"up","AL355297.3"
"AC138035.1",2.06489987310164e-07,0.126936338237198,0.177,0.443,0.0120181302414262,"up","AC138035.1"
"AL022151.1",2.0651448358091e-07,0.243935600111505,0.333,0.528,0.0120195559733761,"up","AL022151.1"
"C2CD4C",2.07012770377129e-07,0.0986219658927148,0.156,0.472,0.0120485572614896,"up","C2CD4C"
"AL512625.2",2.07059499217508e-07,0.176043821516362,0.333,0.566,0.0120512769734574,"up","AL512625.2"
"AC009704.2",2.07080507986342e-07,0.149213588988964,0.281,0.519,0.0120524997258211,"up","AC009704.2"
"LINC02071",2.07781119909934e-07,0.145947565791149,0.094,0.255,0.012093276740998,"up","LINC02071"
"DTX4",2.08696271757355e-07,0.101525210810031,0.26,0.585,0.0121465404088216,"up","DTX4"
"AC069234.5",2.09080759793802e-07,0.150446885318065,0.167,0.368,0.0121689183815188,"up","AC069234.5"
"AC032044.1",2.09288998038154e-07,0.133320112600175,0.219,0.415,0.0121810382638166,"up","AC032044.1"
"AC079174.1",2.11233084180541e-07,0.142311201165359,0.156,0.443,0.0122941879654759,"up","AC079174.1"
"DEPDC7",2.11377825516374e-07,0.0928469962817404,0.177,0.406,0.012302612200704,"up","DEPDC7"
"SOHLH2",2.12262293033394e-07,0.14416008774561,0.135,0.302,0.0123540899791296,"up","SOHLH2"
"PABPC5-AS1",2.12444222634321e-07,0.165776974328169,0.219,0.377,0.0123646786457627,"up","PABPC5-AS1"
"AC005865.2",2.12917519217402e-07,0.151823704963773,0.146,0.387,0.0123922254534913,"up","AC005865.2"
"TMEM196",2.13005289497443e-07,0.697068294330019,0.969,1,0.0123973338593302,"up","TMEM196"
"TRPC6",2.14180981636291e-07,0.415248672925282,0.26,0.396,0.0124657614931954,"up","TRPC6"
"LINC01501",2.14640406569094e-07,0.308837868893871,0.24,0.311,0.0124925009431344,"up","LINC01501"
"AC009962.1",2.14929277780202e-07,0.433728163278296,0.344,0.557,0.0125093138253633,"up","AC009962.1"
"MYL4",2.15294815006134e-07,0.126053647078417,0.062,0.283,0.012530588822987,"up","MYL4"
"HOXA5",2.15317733954564e-07,0.12452277121016,0.125,0.33,0.0125319227516235,"up","HOXA5"
"PKN3",2.16105540614793e-07,0.266239992033458,0.375,0.613,0.0125777746748622,"up","PKN3"
"LINC02381",2.16387780848143e-07,0.169518777791197,0.271,0.491,0.0125942016209236,"up","LINC02381"
"SIX3",2.16715854007047e-07,0.989232808245892,0.948,0.981,0.0126132961349181,"up","SIX3"
"AC008250.2",2.17365635514212e-07,0.147136602182057,0.083,0.255,0.0126511147181981,"up","AC008250.2"
"MFNG",2.18700371372094e-07,0.0827013831933989,0.125,0.481,0.0127287990145986,"up","MFNG"
"LINC02574",2.18739599958648e-07,0.131420412166404,0.198,0.453,0.0127310821967932,"up","LINC02574"
"MIR34AHG",2.18797073011183e-07,0.467085653805392,0.604,0.651,0.0127344272433969,"up","MIR34AHG"
"AP002793.1",2.18973195692539e-07,0.189700740948954,0.302,0.557,0.0127446779356971,"up","AP002793.1"
"CYBB",2.19726782886647e-07,0.120689044764824,0.24,0.547,0.0127885382175686,"up","CYBB"
"AC007620.2",2.19832409097789e-07,0.303741808260118,0.417,0.575,0.0127946858743095,"up","AC007620.2"
"AC005005.4",2.20756854413217e-07,0.180200479809766,0.354,0.575,0.012848490440558,"up","AC005005.4"
"LINC02344",2.20821131176951e-07,0.139731549352763,0.094,0.255,0.0128522314767609,"up","LINC02344"
"TNFSF9",2.22013140538442e-07,0.231621248571488,0.115,0.34,0.0129216088056184,"up","TNFSF9"
"VSTM2A-OT1",2.22353331260102e-07,0.205570650524189,0.083,0.255,0.0129414085860005,"up","VSTM2A-OT1"
"FADS6",2.22365890636595e-07,0.237539468986897,0.156,0.462,0.0129421395668311,"up","FADS6"
"AC127526.5",2.23089461852596e-07,0.179070406665549,0.292,0.509,0.0129842528587448,"up","AC127526.5"
"AL022326.1",2.23256616271294e-07,0.13175837496923,0.188,0.434,0.0129939815802219,"up","AL022326.1"
"AC243654.1",2.23747169841321e-07,0.155834896773365,0.156,0.283,0.0130225327791046,"up","AC243654.1"
"MAPK15",2.24046513347591e-07,0.134954108181812,0.073,0.255,0.0130399551698565,"up","MAPK15"
"AC015936.1",2.2440171148908e-07,0.271650735676328,0.156,0.274,0.0130606284120875,"up","AC015936.1"
"AC092896.2",2.24782773576954e-07,0.209032396473803,0.229,0.33,0.0130828069877259,"up","AC092896.2"
"FP325335.1",2.24942352463293e-07,0.161891623279153,0.135,0.264,0.0130920947980686,"up","FP325335.1"
"AC024475.1",2.25708177918826e-07,0.180816261032126,0.125,0.292,0.0131366673712315,"up","AC024475.1"
"FAM87B",2.25737697356891e-07,0.225857782243664,0.104,0.387,0.0131383854615658,"up","FAM87B"
"AC006019.2",2.25914915932023e-07,0.176177199689437,0.146,0.283,0.0131486999370756,"up","AC006019.2"
"AL133297.1",2.27191735735202e-07,0.123813195187807,0.208,0.472,0.0132230134032602,"up","AL133297.1"
"FAM83C",2.27387230168768e-07,0.140680739029213,0.083,0.255,0.0132343915702826,"up","FAM83C"
"AC108066.2",2.27820351826347e-07,0.329374747939188,0.448,0.547,0.0132596001169971,"up","AC108066.2"
"PCDHB1",2.28554696068381e-07,0.197121207057648,0.354,0.575,0.0133023404205719,"up","PCDHB1"
"AL137230.1",2.29066774914309e-07,0.219085260560944,0.188,0.491,0.0133321444335626,"up","AL137230.1"
"PIWIL1",2.29699841158919e-07,0.223098046483134,0.333,0.613,0.0133689901551314,"up","PIWIL1"
"AL050343.3",2.30861577001724e-07,0.378694252934581,0.219,0.453,0.0134366055046543,"up","AL050343.3"
"AC128709.1",2.31837921521644e-07,0.144025020115685,0.115,0.255,0.0134934307084027,"up","AC128709.1"
"AL391261.2",2.32000699739024e-07,0.347851959383076,0.385,0.566,0.0135029047262107,"up","AL391261.2"
"SLC16A7",2.33021968738559e-07,0.560528793135961,0.688,0.887,0.0135623446245216,"up","SLC16A7"
"PRR7-AS1",2.33878751696541e-07,0.434722058567574,0.521,0.726,0.0136122111062421,"up","PRR7-AS1"
"AL132989.1",2.35230111379041e-07,0.286813830916553,0.333,0.566,0.013690862942483,"up","AL132989.1"
"YPEL2",2.37437414056629e-07,0.654240622588738,0.948,0.991,0.0138193323729239,"up","YPEL2"
"CLEC4A",2.39244110540777e-07,0.273071988846106,0.5,0.736,0.0139244857216943,"up","CLEC4A"
"AL158212.5",2.3977741897909e-07,0.140039744319192,0.135,0.311,0.013955525339421,"up","AL158212.5"
"AC134312.5",2.41483111189795e-07,0.114908570309804,0.104,0.302,0.0140548000374685,"up","AC134312.5"
"LINC02042",2.415684458764e-07,0.130059537475848,0.156,0.387,0.0140597666868982,"up","LINC02042"
"AL357518.1",2.42411362687606e-07,0.114900951104497,0.104,0.368,0.0141088261311441,"up","AL357518.1"
"AL354993.1",2.42643992960202e-07,0.0715418487913633,0.115,0.396,0.0141223656782697,"up","AL354993.1"
"MRGPRF",2.42730951485297e-07,0.136603455816564,0.073,0.255,0.0141274268383473,"up","MRGPRF"
"RDM1",2.428723804639e-07,0.157907212821639,0.146,0.415,0.0141356582877599,"up","RDM1"
"AC006372.2",2.4289062034884e-07,0.214281834483422,0.135,0.264,0.0141367198855432,"up","AC006372.2"
"AC004895.1",2.43436525134844e-07,0.136772913990009,0.115,0.358,0.0141684926358982,"up","AC004895.1"
"MARCH11",2.43527248214142e-07,0.260101694459811,0.333,0.557,0.0141737729005595,"up","MARCH11"
"Z80897.1",2.45455204811327e-07,0.146981928410478,0.125,0.311,0.0142859838304289,"up","Z80897.1"
"AL159169.3",2.45634189024399e-07,0.127926664328906,0.177,0.434,0.0142964010695981,"up","AL159169.3"
"LST1",2.46297122726367e-07,0.131716185855492,0.094,0.255,0.01433498513692,"up","LST1"
"INPP4B",2.46584434429665e-07,0.815946208093572,0.865,0.991,0.0143517072526753,"up","INPP4B"
"AC004816.2",2.47085190919077e-07,0.148538111515659,0.25,0.528,0.0143808522818721,"up","AC004816.2"
"EGF",2.47124523316853e-07,0.157018784347387,0.135,0.377,0.0143831415060875,"up","EGF"
"MAB21L1",2.47388339283032e-07,0.147732186461166,0.229,0.528,0.014398496122951,"up","MAB21L1"
"AC007879.3",2.47428835076539e-07,0.430840272602801,0.333,0.5,0.0144008530591247,"up","AC007879.3"
"C4BPB",2.47493042667215e-07,0.534650727554666,0.354,0.717,0.0144045900693172,"up","C4BPB"
"FAM237A",2.4792142741013e-07,0.111115435572507,0.104,0.415,0.0144295229181244,"up","FAM237A"
"C1QTNF1-AS1",2.49080853755062e-07,0.13952373978524,0.115,0.255,0.0144970038502521,"up","C1QTNF1-AS1"
"FGL2",2.494556564179e-07,0.136308409136861,0.146,0.453,0.0145188181148346,"up","FGL2"
"AGPAT2",2.49545359763552e-07,-0.787262229376542,0.927,1,0.0145240390289583,"down","AGPAT2"
"AC010326.3",2.50287890325031e-07,0.154800546236272,0.271,0.519,0.0145672557926975,"up","AC010326.3"
"KRT32",2.50489949583008e-07,0.153453179578319,0.115,0.302,0.0145790160456302,"up","KRT32"
"AIRN",2.50645467120046e-07,0.139971457766964,0.177,0.462,0.0145880674773209,"up","AIRN"
"LINGO2",2.51198922981176e-07,1.05276008571215,0.906,0.972,0.0146202797153504,"up","LINGO2"
"AC105020.1",2.54129007526707e-07,0.128231282318863,0.083,0.358,0.0147908164960694,"up","AC105020.1"
"LINC00836",2.54450354247719e-07,0.308383442137243,0.417,0.594,0.0148095195179257,"up","LINC00836"
"AL356489.2",2.55241669465655e-07,0.350983803943775,0.385,0.519,0.01485557564624,"up","AL356489.2"
"AL034428.1",2.56080488423274e-07,0.180237174619462,0.125,0.264,0.0149043965872114,"up","AL034428.1"
"CPNE7",2.56673275675948e-07,0.218558532378252,0.271,0.623,0.0149388979908915,"up","CPNE7"
"NEFL",2.56787479511053e-07,0.959753473910817,0.635,0.745,0.0149455448825023,"up","NEFL"
"SLC2A5",2.57354198870354e-07,0.117255757151005,0.167,0.462,0.0149785290826523,"up","SLC2A5"
"PARP15",2.58280037200726e-07,0.205790261378366,0.24,0.387,0.0150324147251567,"up","PARP15"
"AC012360.2",2.58298611136537e-07,0.442259162707828,0.354,0.472,0.0150334957653687,"up","AC012360.2"
"AC103858.2",2.58320631919623e-07,0.147425662892493,0.083,0.255,0.0150347774189859,"up","AC103858.2"
"AC104335.2",2.58428476761985e-07,0.151257929659189,0.135,0.255,0.015041054204501,"up","AC104335.2"
"NBPF19",2.58492428800889e-07,0.480123227087273,0.5,0.613,0.0150447763410693,"up","NBPF19"
"ART3",2.59486522382627e-07,0.286000813674603,0.198,0.443,0.0151026345757137,"up","ART3"
"CD9",2.59572046279242e-07,-0.859824679665485,0.906,1,0.0151076122375444,"down","CD9"
"AC138207.5",2.60615218423148e-07,0.125717823634965,0.073,0.33,0.0151683269426641,"up","AC138207.5"
"FSIP2",2.60734950065831e-07,0.86421805699377,0.781,0.934,0.0151752955637315,"up","FSIP2"
"GCG",2.6204982273417e-07,-1.24600558735153,1,1,0.0152518237827742,"down","GCG"
"AC073869.3",2.6277056661444e-07,0.13877851863631,0.167,0.321,0.0152937725180936,"up","AC073869.3"
"PAPOLB",2.62962087971163e-07,0.105188477591748,0.073,0.274,0.0153049194440976,"up","PAPOLB"
"SLIT2",2.63279134423015e-07,0.216774802351025,0.302,0.547,0.0153233721816883,"up","SLIT2"
"AC018809.2",2.63803097611216e-07,0.176369956172735,0.302,0.528,0.015353867887168,"up","AC018809.2"
"TM4SF1",2.65066828428245e-07,-1.15935510187336,0.75,0.981,0.0154274195481807,"down","TM4SF1"
"P3H2-AS1",2.65413795426356e-07,0.210625936613299,0.156,0.302,0.0154476137214048,"up","P3H2-AS1"
"ZNF365",2.66014408203256e-07,0.792809098746823,0.906,0.981,0.0154825705862459,"up","ZNF365"
"AC010680.4",2.66491751229253e-07,0.23300102872928,0.333,0.5,0.015510352905045,"up","AC010680.4"
"AC011124.2",2.66807873678938e-07,0.14101809685907,0.073,0.255,0.0155287518638615,"up","AC011124.2"
"AC120036.4",2.66882052533116e-07,0.126193897650082,0.104,0.33,0.0155330692215324,"up","AC120036.4"
"AC002044.1",2.6858068607744e-07,0.136425180480511,0.271,0.472,0.0156319330910791,"up","AC002044.1"
"TMEM159",2.69140262620997e-07,0.890090149975096,0.885,0.972,0.0156645015650672,"up","TMEM159"
"AMPD1",2.71592736149954e-07,0.266353565265227,0.177,0.274,0.0158072404293996,"up","AMPD1"
"FAM166B",2.71844519941919e-07,0.141932692848759,0.26,0.585,0.0158218947496596,"up","FAM166B"
"AC027373.1",2.72524828974478e-07,0.162650027394108,0.229,0.415,0.0158614900959726,"up","AC027373.1"
"AC008507.4",2.75577525396275e-07,0.17929866120802,0.125,0.368,0.016039163133114,"up","AC008507.4"
"AC020661.4",2.75900924203049e-07,0.133006864559076,0.135,0.377,0.0160579855904658,"up","AC020661.4"
"IFFO1",2.77834292896488e-07,0.84506570702758,0.823,0.962,0.0161705115151614,"up","IFFO1"
"AL133485.3",2.78346209809346e-07,0.0710057953118453,0.167,0.462,0.0162003061033236,"up","AL133485.3"
"SCUBE2",2.79563417641563e-07,0.359413970199753,0.312,0.547,0.0162711500335742,"up","SCUBE2"
"GTF2H1",2.80065871387681e-07,0.691552313492167,0.948,0.991,0.0163003938465058,"up","GTF2H1"
"TM4SF20",2.8076186245298e-07,0.290817606309678,0.167,0.302,0.0163409019184883,"up","TM4SF20"
"CD3G",2.82033541243544e-07,0.124089132426403,0.115,0.33,0.0164149161674568,"up","CD3G"
"CLIP4",2.82166476984756e-07,0.779205694744678,0.948,1,0.0164226532934668,"up","CLIP4"
"VSIG10L2",2.82255528985245e-07,0.119625487575938,0.198,0.377,0.0164278362979992,"up","VSIG10L2"
"ENTHD1",2.83470244706586e-07,0.254368204532686,0.146,0.283,0.0164985351824127,"up","ENTHD1"
"AC008551.1",2.83865412011947e-07,0.139318652542943,0.229,0.472,0.0165215347099193,"up","AC008551.1"
"AC007938.1",2.84805230739572e-07,0.326358885165351,0.479,0.632,0.0165762340395046,"up","AC007938.1"
"AC023794.1",2.84860588848014e-07,0.206820313423161,0.167,0.283,0.0165794559921321,"up","AC023794.1"
"AC084882.1",2.85462068456739e-07,0.222416960894675,0.344,0.538,0.0166144633083191,"up","AC084882.1"
"AL031259.1",2.85876462918593e-07,0.140604344882973,0.062,0.255,0.0166385818947879,"up","AL031259.1"
"AC243965.2",2.85972060825868e-07,0.209209835939143,0.198,0.434,0.0166441458841871,"up","AC243965.2"
"AC092953.2",2.86403926377737e-07,0.17452093428141,0.333,0.585,0.0166692813230371,"up","AC092953.2"
"AC016134.1",2.8643162039829e-07,1.10333105146384,0.417,0.632,0.0166708931704213,"up","AC016134.1"
"AC006146.1",2.86682391345261e-07,0.145917012070051,0.083,0.255,0.0166854885410769,"up","AC006146.1"
"GJB1",2.86882856807211e-07,-1.14776981643765,0.375,0.84,0.0166971560318933,"down","GJB1"
"SPRY3",2.87555065122097e-07,0.344858284302117,0.448,0.67,0.0167362799002363,"up","SPRY3"
"OR10H5",2.87665956519064e-07,0.190381646752749,0.156,0.387,0.0167427340013226,"up","OR10H5"
"AC011303.1",2.88033251312962e-07,0.140083677238236,0.073,0.274,0.016764111292917,"up","AC011303.1"
"NUTM2B",2.88150368412268e-07,0.130707133029544,0.104,0.255,0.0167709277423308,"up","NUTM2B"
"CDKN2B-AS1",2.88169893876508e-07,0.814513971410238,0.823,0.925,0.0167720641634005,"up","CDKN2B-AS1"
"KCNJ15",2.88352823156412e-07,0.107017568322489,0.26,0.547,0.0167827110133495,"up","KCNJ15"
"CDH18-AS1",2.88576478324745e-07,0.304251972731059,0.229,0.302,0.0167957281914568,"up","CDH18-AS1"
"AC110792.4",2.90371994651736e-07,0.184325546447986,0.115,0.292,0.0169002308327203,"up","AC110792.4"
"AL731566.3",2.91846715636527e-07,0.171949562591481,0.146,0.274,0.0169860625434771,"up","AL731566.3"
"AC003084.1",2.93427738944001e-07,0.111015232578648,0.156,0.434,0.0170780812620187,"up","AC003084.1"
"TSPAN5",2.9937434161519e-07,0.789849675351278,0.938,0.991,0.0174241854306873,"up","TSPAN5"
"GPHA2",3.00299510512969e-07,0.134844888984835,0.104,0.302,0.0174780321108758,"up","GPHA2"
"AC131391.1",3.00878443052889e-07,0.159815339068758,0.135,0.349,0.0175117271425642,"up","AC131391.1"
"AC136297.1",3.0153207637599e-07,0.185786561337831,0.146,0.349,0.0175497699092354,"up","AC136297.1"
"LIN28A",3.01575067567897e-07,0.16462959093121,0.156,0.491,0.0175522720825867,"up","LIN28A"
"CCDC27",3.01676115730674e-07,0.199245317102885,0.177,0.368,0.0175581532877567,"up","CCDC27"
"AC009093.1",3.0190392358602e-07,0.133564841927824,0.104,0.264,0.0175714121605535,"up","AC009093.1"
"NAMA",3.02855252618527e-07,0.212446407305221,0.281,0.538,0.0176267814129035,"up","NAMA"
"AC004528.2",3.02879294168717e-07,0.140408025439784,0.094,0.255,0.0176281806792077,"up","AC004528.2"
"CLU",3.03356229456375e-07,-0.757113623138865,1,1,0.0176559392668199,"down","CLU"
"GPR161",3.04652135358993e-07,0.211484955090548,0.417,0.736,0.0177313635821641,"up","GPR161"
"TLE6",3.05788755233156e-07,0.750959978220036,0.792,0.934,0.0177975171320802,"up","TLE6"
"AC092803.4",3.0589171796964e-07,0.133409151086159,0.073,0.292,0.017803509769269,"up","AC092803.4"
"AL024495.1",3.06263122027566e-07,0.673708806482261,0.552,0.651,0.0178251262282484,"up","AL024495.1"
"STEAP4",3.0658215831947e-07,0.141535234825948,0.333,0.575,0.0178436947785098,"up","STEAP4"
"AC006116.6",3.07371086347946e-07,0.18881748719933,0.281,0.509,0.0178896119676232,"up","AC006116.6"
"AL121890.5",3.09418577473645e-07,0.133091849601269,0.073,0.302,0.0180087800461211,"up","AL121890.5"
"DUSP22",3.10626644073042e-07,0.639127665236484,0.865,0.972,0.0180790919383392,"up","DUSP22"
"MIXL1",3.11485686186608e-07,0.150186361531429,0.094,0.255,0.018129089907433,"up","MIXL1"
"MYBL2",3.11602828477322e-07,0.13539053819485,0.156,0.349,0.0181359078230371,"up","MYBL2"
"TTC14",3.12815662192545e-07,0.63747611277424,0.948,0.991,0.0182064971709305,"up","TTC14"
"AC093673.2",3.13429653137418e-07,0.261394997546804,0.396,0.585,0.018242232671904,"up","AC093673.2"
"AC009812.3",3.14488037057679e-07,0.198559959692966,0.323,0.538,0.018303832732831,"up","AC009812.3"
"AP000345.2",3.16291233275318e-07,0.688982112218087,0.167,0.434,0.01840878235909,"up","AP000345.2"
"LINC02185",3.16791969212192e-07,0.141583207802086,0.073,0.283,0.018437926192088,"up","LINC02185"
"PITX1",3.16888384551944e-07,0.197310143474349,0.25,0.368,0.0184435377576923,"up","PITX1"
"LINC01873",3.16937385731566e-07,0.178792171273751,0.271,0.5,0.0184463897243486,"up","LINC01873"
