"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","gene"
"C2orf42",1.17965153341545e-23,1.91330974897718,0.875,0.962,6.86580785478462e-19,"up","C2orf42"
"SCN7A",1.0155248132518e-22,0.838960208267925,0.5,0.528,5.91055751808811e-18,"up","SCN7A"
"N6AMT1",1.38004824003034e-22,1.80847636464461,0.875,0.972,8.03215676662458e-18,"up","N6AMT1"
"DGKB",3.77891428744204e-22,2.27679503132418,0.938,0.934,2.19940369357701e-17,"up","DGKB"
"TTR",4.17737144406748e-22,-1.25228123568817,1,1,2.43131372787615e-17,"down","TTR"
"SMIM6",1.10557326092037e-21,-1.24938630984907,0.854,0.991,6.43465749320874e-17,"down","SMIM6"
"AL391807.1",9.41508869219435e-21,0.508826819615627,0.396,0.472,5.47976992063096e-16,"up","AL391807.1"
"PEX5L",1.80429442249749e-20,2.26554262637468,0.844,0.934,1.05013543978199e-15,"up","PEX5L"
"MPPED2",2.74976114972269e-20,0.964985796825157,0.698,0.877,1.6004159843616e-15,"up","MPPED2"
"NTNG1",4.24662317632067e-20,1.97366947117422,0.667,0.774,2.47161962108215e-15,"up","NTNG1"
"ITGB8",5.42341929865849e-20,1.95409517560103,0.823,0.962,3.15653850020522e-15,"up","ITGB8"
"STON1",5.46243803496702e-20,0.562982724372553,0.583,0.745,3.17924818511151e-15,"up","STON1"
"PTCHD4",1.09565518319541e-19,1.50370172421997,0.781,0.906,6.37693229723391e-15,"up","PTCHD4"
"KLF11",1.51708723360292e-19,1.9002167307076,0.896,0.981,8.82975111701572e-15,"up","KLF11"
"SYNPO2",1.6173268523902e-19,2.39734809055963,0.781,0.934,9.41316574628145e-15,"up","SYNPO2"
"ADD2",7.55561177152246e-19,0.766155017898029,0.385,0.377,4.3975171632615e-14,"up","ADD2"
"IGFBP4",2.21277724374773e-18,2.16671885170507,0.792,0.925,1.28788061140606e-13,"up","IGFBP4"
"NHLH2",3.40971789548815e-18,1.16713560865801,0.615,0.764,1.98452400953201e-13,"up","NHLH2"
"FSTL4",5.20555908214525e-18,1.63796590340983,0.938,0.981,3.02973949699018e-13,"up","FSTL4"
"BMP5",7.70241520882231e-18,1.08289182341702,0.969,0.991,4.48295969983876e-13,"up","BMP5"
"TNFRSF10B",2.0367572847401e-17,1.30926600673512,0.792,0.943,1.18543347486443e-12,"up","TNFRSF10B"
"NAAA",2.0611935715154e-17,1.49273895120933,0.906,0.981,1.19965588249339e-12,"up","NAAA"
"GAS6",2.2228029208976e-17,1.37341041865689,0.75,0.896,1.29371575602082e-12,"up","GAS6"
"MSN",2.93191450351996e-17,1.49648998005191,0.948,0.991,1.70643287933869e-12,"up","MSN"
"LINC01915",2.94522670903321e-17,0.453713623118714,0.396,0.585,1.71418084919151e-12,"up","LINC01915"
"DDX25",3.45133394397656e-17,1.45088363172359,0.927,1,2.00874538207323e-12,"up","DDX25"
"CAMK4",3.61592592999772e-17,0.934432896291939,0.604,0.745,2.10454120977727e-12,"up","CAMK4"
"ACVR1C",4.29706842916087e-17,1.29248783757923,0.958,0.991,2.50097976714021e-12,"up","ACVR1C"
"SPARCL1",4.5418534316415e-17,1.86271426919326,0.719,0.906,2.64344953428399e-12,"up","SPARCL1"
"PURPL",4.90294090422937e-17,0.747696014311657,0.531,0.538,2.85360966507958e-12,"up","PURPL"
"CDKL2",4.93474202133754e-17,1.4792236467327,0.875,0.972,2.87211855125888e-12,"up","CDKL2"
"TLE3",6.94772166740361e-17,1.69973961284405,0.802,0.943,4.04371296486225e-12,"up","TLE3"
"GRIN2A",8.59735442542927e-17,1.49041145440658,0.885,0.972,5.00383222268834e-12,"up","GRIN2A"
"CNKSR2",8.9301209636689e-17,1.44145294504404,0.885,0.972,5.19750900327457e-12,"up","CNKSR2"
"ZNF419",2.15337006098204e-16,1.5135985341529,0.854,1,1.25330444289277e-11,"up","ZNF419"
"EML4",2.3295771323404e-16,1.44412370619232,0.979,1,1.35586048256476e-11,"up","EML4"
"SEMA3A",3.29672389819493e-16,1.29010156288784,0.688,0.811,1.91875924322741e-11,"up","SEMA3A"
"SLITRK4",3.29830481467787e-16,-2.37822888942071,0.083,0.321,1.91967936823881e-11,"down","SLITRK4"
"HGF",3.31423134151474e-16,0.819701519013948,0.552,0.632,1.92894892538841e-11,"up","HGF"
"LSAMP",4.332570006509e-16,1.35635080228003,0.969,0.981,2.52164239518837e-11,"up","LSAMP"
"AGK",5.38222658235375e-16,1.54243718105702,0.906,1,3.13256351546153e-11,"up","AGK"
"MSS51",5.4366551181787e-16,-2.39052515318719,0.594,0.83,3.16424201188237e-11,"down","MSS51"
"ZBTB1",8.68278409316007e-16,1.41949248921925,0.948,0.981,5.05355399790103e-11,"up","ZBTB1"
"GFOD1",8.83983217009194e-16,1.05028323141682,0.865,0.981,5.14495911963691e-11,"up","GFOD1"
"BDNF-AS",8.91256992304088e-16,1.42976978485204,0.854,0.953,5.18729394660825e-11,"up","BDNF-AS"
"ADGRB3",9.49322181400973e-16,1.41511506226353,0.677,0.736,5.52524496018994e-11,"up","ADGRB3"
"PIANP",1.3691011584941e-15,1.20861440050046,0.729,0.877,7.96844256266738e-11,"up","PIANP"
"AL353138.1",1.63051121252782e-15,1.45061257933135,0.615,0.642,9.48990135915441e-11,"up","AL353138.1"
"AL356515.1",2.19490426168936e-15,0.272047656544824,0.281,0.415,1.27747817838844e-10,"up","AL356515.1"
"SOX4",2.29702453323022e-15,1.23570182334467,0.979,1,1.33691421883065e-10,"up","SOX4"
"AMPH",3.23113562012853e-15,1.28649714301175,0.927,0.972,1.88058555362721e-10,"up","AMPH"
"NPY",3.56434306453935e-15,1.96694591153053,0.958,0.981,2.07451895042319e-10,"up","NPY"
"RGS8",3.63041147127732e-15,0.313879853943857,0.281,0.321,2.11297208451283e-10,"up","RGS8"
"AC093866.1",3.69164238297312e-15,1.38828156571878,0.562,0.651,2.14860969973801e-10,"up","AC093866.1"
"AP003170.4",4.74057831891882e-15,0.173214294471882,0.167,0.368,2.75911139317713e-10,"up","AP003170.4"
"SERTM2",4.92110000336009e-15,0.293748643792502,0.312,0.349,2.86417862395564e-10,"up","SERTM2"
"AC117503.1",5.39154512524056e-15,0.308057806661409,0.354,0.528,3.13798709379251e-10,"up","AC117503.1"
"PCDHGA7",1.14228201414187e-14,0.883847433125225,0.562,0.755,6.64830977870852e-10,"up","PCDHGA7"
"TPRG1-AS1",1.22255726634462e-14,0.275552921873303,0.292,0.396,7.11552780157895e-10,"up","TPRG1-AS1"
"ZNF727",1.2953480003796e-14,1.59405785589441,0.771,0.906,7.53918443180935e-10,"up","ZNF727"
"AC107204.1",1.40612502169582e-14,0.201332832977785,0.281,0.396,8.18392885127401e-10,"up","AC107204.1"
"AP3B1",1.49077017236277e-14,1.12601305311604,0.979,1,8.67658055718577e-10,"up","AP3B1"
"NR1D1",1.5575883751044e-14,1.86851583683772,0.969,0.981,9.06547586078261e-10,"up","NR1D1"
"AL583722.2",1.6257153852772e-14,0.23742097549565,0.302,0.434,9.46198868539038e-10,"up","AL583722.2"
"GOLT1A",1.79193355605959e-14,-1.17376030871485,0.823,0.991,1.0429411682978e-09,"down","GOLT1A"
"ZNF397",2.25810465220321e-14,1.08350387346927,0.958,1,1.31426206967531e-09,"up","ZNF397"
"TNFRSF10D",2.89272822636058e-14,0.497766172159192,0.438,0.642,1.68362568230638e-09,"up","TNFRSF10D"
"RBMS1",2.92819935878339e-14,1.11531833714397,0.865,0.925,1.70427059079911e-09,"up","RBMS1"
"CHN1",2.9934017868075e-14,1.04770289206097,0.958,1,1.7422197079577e-09,"up","CHN1"
"ZBTB16",3.13770843587668e-14,0.998367091931434,0.74,0.906,1.82620906384895e-09,"up","ZBTB16"
"KCNG3",3.31205051023608e-14,1.75005025554886,0.865,0.953,1.9276796379676e-09,"up","KCNG3"
"AL021707.5",5.50714262442734e-14,0.226987089622551,0.26,0.425,3.2052671502692e-09,"up","AL021707.5"
"ZEB2",5.61109368330658e-14,0.506163154250547,0.594,0.821,3.2657687455581e-09,"up","ZEB2"
"AC068700.1",5.846441443168e-14,0.176684502636511,0.271,0.462,3.40274584875264e-09,"up","AC068700.1"
"AC138761.1",7.13589422267099e-14,0.199198722254557,0.219,0.368,4.15323315547897e-09,"up","AC138761.1"
"AL136146.2",7.76710909266907e-14,0.301902494913784,0.396,0.528,4.52061283411525e-09,"up","AL136146.2"
"CDH18",1.09973214383635e-13,1.73785898809298,0.906,0.953,6.40066102355633e-09,"up","CDH18"
"UNC5C",1.10466012534648e-13,1.67753211529638,0.781,0.887,6.4293428615416e-09,"up","UNC5C"
"AC114757.1",1.44762751922624e-13,0.285502885059188,0.208,0.33,8.42548168740057e-09,"up","AC114757.1"
"LINC02036",1.52818176806383e-13,0.243686573491562,0.302,0.434,8.89432352648513e-09,"up","LINC02036"
"LRRC2",1.55687264490718e-13,-0.984830247891059,0.448,0.915,9.06131016788878e-09,"down","LRRC2"
"AC009127.1",1.62978750165321e-13,0.242873756088644,0.271,0.453,9.48568921712202e-09,"up","AC009127.1"
"GLRA2",1.80337328195348e-13,0.517897572620861,0.5,0.651,1.04959931756256e-08,"up","GLRA2"
"LANCL3",1.85669200826988e-13,0.153523843059717,0.177,0.368,1.08063188265323e-08,"up","LANCL3"
"AC138904.1",1.93539864202016e-13,0.188734828025855,0.177,0.349,1.12644071762857e-08,"up","AC138904.1"
"CYSLTR1",1.98311630593603e-13,0.223877289779882,0.26,0.491,1.15421335238089e-08,"up","CYSLTR1"
"GAS6-AS1",2.00178648181189e-13,0.195959145435322,0.198,0.311,1.16507976814415e-08,"up","GAS6-AS1"
"LRRTM3",2.22945548329113e-13,1.0631975956174,0.99,0.962,1.2975876803851e-08,"up","LRRTM3"
"PRELID2",2.4743588791611e-13,1.21030166961087,0.802,0.972,1.44012635484934e-08,"up","PRELID2"
"INPP5D",2.94667605715877e-13,0.632189060902731,0.521,0.726,1.71502439878755e-08,"up","INPP5D"
"SPHKAP",3.23265672181218e-13,0.429742443787045,0.302,0.462,1.88147086522913e-08,"up","SPHKAP"
"CDK5R1",3.46030301604712e-13,1.07296051186976,0.896,0.981,2.01396556139974e-08,"up","CDK5R1"
"C11orf87",3.52619293538041e-13,0.325259594956255,0.312,0.368,2.0523148122501e-08,"up","C11orf87"
"AC239804.1",3.55421074744119e-13,0.208299369068225,0.229,0.406,2.06862173922572e-08,"up","AC239804.1"
"AC074286.1",3.72943674395343e-13,0.91921552495193,0.542,0.651,2.17060677371577e-08,"up","AC074286.1"
"THSD7A",5.02028387423856e-13,1.91171285085999,0.844,0.972,2.92190562048433e-08,"up","THSD7A"
"PRCD",5.06992600026961e-13,0.289054760057412,0.219,0.462,2.95079833067692e-08,"up","PRCD"
"CD82",5.35788303624846e-13,-1.47612632379413,0.802,1,3.11839508475733e-08,"down","CD82"
"LINC02778",5.56920210817766e-13,0.203507846465183,0.219,0.283,3.24138701100156e-08,"up","LINC02778"
"ARMC12",5.8446832001747e-13,0.448939160815095,0.312,0.623,3.40172251616568e-08,"up","ARMC12"
"AC015563.1",5.94045827035655e-13,0.273567909614027,0.333,0.509,3.45746552251292e-08,"up","AC015563.1"
"GAS6-DT",6.19056004527082e-13,0.298402850170735,0.24,0.406,3.60302975754852e-08,"up","GAS6-DT"
"AC134312.6",6.23222432455681e-13,0.183464813591822,0.24,0.443,3.62727920137855e-08,"up","AC134312.6"
"EVA1A",6.44653920517084e-13,0.925452305735005,0.906,0.972,3.75201474819353e-08,"up","EVA1A"
"LUADT1",6.54547507458326e-13,0.230173397123217,0.302,0.481,3.80959740290895e-08,"up","LUADT1"
"SLC25A47",6.56337860519857e-13,0.13772133513322,0.125,0.33,3.82001761579767e-08,"up","SLC25A47"
"ZNF518B",6.57305566012576e-13,1.30998938618201,0.938,0.981,3.8256498553064e-08,"up","ZNF518B"
"AC034198.2",6.6740504821685e-13,0.229557460647012,0.26,0.425,3.88443086163171e-08,"up","AC034198.2"
"EGFL7",7.00422623037918e-13,-1.22404495414907,0.823,0.991,4.07659975060529e-08,"down","EGFL7"
"AC096585.1",7.48815440636742e-13,0.201308049952949,0.292,0.462,4.35825562759397e-08,"up","AC096585.1"
"ITGA1",8.82518310331058e-13,0.962323177703678,0.917,0.953,5.13643306978882e-08,"up","ITGA1"
"TMED6",8.86451249804005e-13,-1.61191773741519,0.812,1,5.15932356410927e-08,"down","TMED6"
"OR2A25",9.58012816223967e-13,0.174338548044756,0.167,0.311,5.57582619298673e-08,"up","OR2A25"
"ALG8",9.85850759210399e-13,1.23620232824018,0.927,0.991,5.73784858875637e-08,"up","ALG8"
"AC132825.3",1.05986920216898e-12,0.234563922392205,0.292,0.425,6.16865073046388e-08,"up","AC132825.3"
"TRA2B",1.18697052519191e-12,0.790261968114903,0.99,1,6.90840585072197e-08,"up","TRA2B"
"AC008937.3",1.28223045073049e-12,0.267980335800249,0.344,0.491,7.46283766934162e-08,"up","AC008937.3"
"AC007620.3",1.33164744816495e-12,0.177312731895957,0.25,0.406,7.75045447780964e-08,"up","AC007620.3"
"AC004147.2",1.34209383599111e-12,0.503087590050485,0.448,0.528,7.81125454423548e-08,"up","AC004147.2"
"AC112484.5",1.38906987431081e-12,0.173813717118517,0.208,0.387,8.08466448246378e-08,"up","AC112484.5"
"MIR100HG",1.52174681357389e-12,1.37186066666938,0.948,0.877,8.85687080436274e-08,"up","MIR100HG"
"CD8A",1.65579329500388e-12,0.908747049863782,0.76,0.868,9.63704813558159e-08,"up","CD8A"
"CNR1",1.66034299711774e-12,0.205095456937539,0.229,0.302,9.66352831182469e-08,"up","CNR1"
"MDFIC",1.68036682372823e-12,1.22111235933231,0.917,0.943,9.78007098746303e-08,"up","MDFIC"
"AL157762.1",1.68365454321971e-12,0.165624309086703,0.208,0.425,9.79920617244738e-08,"up","AL157762.1"
"EGR1",1.70370277681415e-12,1.06074786298903,0.99,0.981,9.91589090161371e-08,"up","EGR1"
"AC016737.1",1.70546828399344e-12,0.314362738424546,0.26,0.415,9.9261665064986e-08,"up","AC016737.1"
"PHACTR1",1.79307882520571e-12,0.875030214806388,0.729,0.915,1.04360773784623e-07,"up","PHACTR1"
"AL033384.1",1.84752107706474e-12,0.414858270591081,0.344,0.481,1.07529421727322e-07,"up","AL033384.1"
"NBPF14",1.85744907666245e-12,0.255814820501985,0.26,0.434,1.08107251159908e-07,"up","NBPF14"
"GRM4",1.85899197410956e-12,0.94142754173655,0.865,0.981,1.08197050877125e-07,"up","GRM4"
"AC006111.2",1.87675866636445e-12,0.151829998490387,0.219,0.462,1.09231107899744e-07,"up","AC006111.2"
"LINC02454",1.92287336240084e-12,0.255396461526745,0.292,0.425,1.11915075438454e-07,"up","LINC02454"
"TCF4",1.96593248553584e-12,0.970797326866766,0.969,1,1.14421202523157e-07,"up","TCF4"
"AL360219.1",2.03551911982748e-12,0.161289241528072,0.198,0.34,1.18471283812199e-07,"up","AL360219.1"
"DNASE1",2.07153118198761e-12,1.28277498486578,0.781,0.953,1.20567257854043e-07,"up","DNASE1"
"AC010999.1",2.19317303655326e-12,0.164619608397494,0.229,0.5,1.27647057073473e-07,"up","AC010999.1"
"AC004023.1",2.36246812498417e-12,0.174616929602138,0.177,0.33,1.37500369810329e-07,"up","AC004023.1"
"PPP1R1A",2.4225892881756e-12,-1.25060314610957,0.958,1,1.40999541750396e-07,"down","PPP1R1A"
"CDC45",2.45241559666953e-12,0.172729974259337,0.188,0.453,1.4273549255736e-07,"up","CDC45"
"HGD",2.46659150064543e-12,-1.50917122136223,0.698,1,1.43560558520565e-07,"down","HGD"
"AARD",2.68426997191075e-12,0.773810746304236,0.771,0.925,1.56229880905149e-07,"up","AARD"
"AP001527.1",2.88038646233419e-12,0.201259824494277,0.177,0.292,1.67644252880774e-07,"up","AP001527.1"
"AL805961.1",2.92921614576279e-12,0.142995905212677,0.167,0.349,1.70486238115686e-07,"up","AL805961.1"
"HACL1",3.00027558765415e-12,1.1505452135095,0.938,1,1.74622039752647e-07,"up","HACL1"
"ITPRIP-AS1",3.0038081028141e-12,0.297866146017749,0.26,0.434,1.74827639199986e-07,"up","ITPRIP-AS1"
"SLC26A4",3.15631078603176e-12,0.762227960977393,0.604,0.858,1.8370360036862e-07,"up","SLC26A4"
"ANTXR2",3.21732716929303e-12,0.152667169999733,0.302,0.632,1.87254875907193e-07,"up","ANTXR2"
"AC010280.1",3.25383302491072e-12,0.233134991858928,0.26,0.368,1.89379589715853e-07,"up","AC010280.1"
"AP4M1",3.35802717728739e-12,1.01310815128224,0.896,0.991,1.9544389777248e-07,"up","AP4M1"
"TWSG1",3.36995699017236e-12,1.07655158682584,0.896,0.991,1.96138236742012e-07,"up","TWSG1"
"CDCA2",3.38185854736417e-12,0.150616086622098,0.25,0.434,1.9683093117369e-07,"up","CDCA2"
"ASCL2",3.5278976999998e-12,-1.61743730182834,0.771,0.972,2.05330701935389e-07,"down","ASCL2"
"AGBL4-IT1",3.94284598497637e-12,0.186621694767848,0.24,0.453,2.29481522017595e-07,"up","AGBL4-IT1"
"ELFN1",4.0225547974887e-12,0.54601299108254,0.365,0.519,2.34120734323437e-07,"up","ELFN1"
"DPH5",4.18530148281026e-12,1.06302779645676,0.896,0.981,2.43592916902523e-07,"up","DPH5"
"AC091057.3",4.22355972594278e-12,0.302740524294157,0.25,0.396,2.45819623169322e-07,"up","AC091057.3"
"AL132986.1",4.34952483446505e-12,0.174395074546306,0.177,0.387,2.53151044415535e-07,"up","AL132986.1"
"PTPRB",4.39378262966539e-12,0.170615839152894,0.323,0.557,2.55726936611785e-07,"up","PTPRB"
"ZWILCH",4.43264683691606e-12,1.26407508906016,0.74,0.943,2.57988911202189e-07,"up","ZWILCH"
"AC018545.1",4.56783928711994e-12,0.178463095251135,0.219,0.387,2.65857382188955e-07,"up","AC018545.1"
"AC092661.1",4.65704695062177e-12,0.198312309232127,0.208,0.368,2.71049446620088e-07,"up","AC092661.1"
"AL157884.2",4.92604502703165e-12,0.162187917665235,0.188,0.349,2.86705672663296e-07,"up","AL157884.2"
"RAMP3",5.15928362413791e-12,1.26989464023664,0.583,0.764,3.00280625492074e-07,"up","RAMP3"
"AC034110.1",5.18026661244671e-12,0.319375917609366,0.354,0.566,3.01501877377623e-07,"up","AC034110.1"
"SLC26A4-AS1",5.24529007821885e-12,0.360680913921962,0.5,0.632,3.05286373132493e-07,"up","SLC26A4-AS1"
"NARF-IT1",5.27610894746802e-12,0.26313259632763,0.208,0.33,3.07080092960534e-07,"up","NARF-IT1"
"SLC35F2",5.34145576032275e-12,1.53785146326492,0.646,0.915,3.10883408162305e-07,"up","SLC35F2"
"AC079154.1",5.50235894140495e-12,0.452708129277251,0.333,0.387,3.20248295107651e-07,"up","AC079154.1"
"GALNT5",5.58517764141571e-12,0.190867994989683,0.219,0.387,3.25068509085677e-07,"up","GALNT5"
"NOVA1",5.61568596950201e-12,0.612735561884079,0.979,1,3.26844154796956e-07,"up","NOVA1"
"MUC19",5.66538614228131e-12,0.200028963714158,0.229,0.453,3.29736804253057e-07,"up","MUC19"
"GUCY1A2",5.72868068798489e-12,1.25567717034897,0.823,0.915,3.33420673402097e-07,"up","GUCY1A2"
"OR5AU1",5.76001469060973e-12,0.256858852372135,0.219,0.377,3.35244375022868e-07,"up","OR5AU1"
"AC012358.1",6.23171657029428e-12,0.163263319726392,0.167,0.349,3.62698367824268e-07,"up","AC012358.1"
"MED14",6.32945684583064e-12,1.319178831881,0.865,0.991,3.68387047341035e-07,"up","MED14"
"AC011726.2",6.44409817494988e-12,0.185958451408859,0.219,0.406,3.75059401978433e-07,"up","AC011726.2"
"PTCHD1",6.49110055977392e-12,0.905726528428795,0.51,0.528,3.77795034779962e-07,"up","PTCHD1"
"AC010307.4",6.53936791731822e-12,0.34251755491646,0.323,0.519,3.80604291523755e-07,"up","AC010307.4"
"LINC01821",6.57920669908999e-12,0.255943561079127,0.323,0.443,3.82922988300435e-07,"up","LINC01821"
"AC026333.4",6.74194981821066e-12,0.169783268891317,0.167,0.311,3.92394963319497e-07,"up","AC026333.4"
"AL096870.6",6.80041853605541e-12,0.181426896539651,0.188,0.349,3.95797959635497e-07,"up","AL096870.6"
"AL451166.1",7.02650360685733e-12,0.158224075914633,0.125,0.406,4.0895656292631e-07,"up","AL451166.1"
"SAG",7.48727648166179e-12,0.207346034289073,0.229,0.5,4.35774465785679e-07,"up","SAG"
"TOP3A",7.62798984556995e-12,0.899560026255459,0.885,0.962,4.43964264991862e-07,"up","TOP3A"
"AC090425.3",8.26451753083889e-12,0.177426358418479,0.156,0.311,4.81011449329885e-07,"up","AC090425.3"
"AC005616.1",8.32906871116156e-12,0.365362218288237,0.271,0.377,4.84768457127025e-07,"up","AC005616.1"
"NFIA-AS1",8.39278517349462e-12,0.230726884920363,0.24,0.415,4.88476882667734e-07,"up","NFIA-AS1"
"AC017028.2",8.6513383195166e-12,0.182797126769525,0.198,0.406,5.03525192872505e-07,"up","AC017028.2"
"AC027290.1",8.8969419734664e-12,0.232028616499431,0.219,0.358,5.17819816739692e-07,"up","AC027290.1"
"NOTUM",9.41600432926161e-12,0.313861130811923,0.469,0.651,5.48030283971684e-07,"up","NOTUM"
"AC104964.4",9.83446810104465e-12,0.150502503080773,0.177,0.406,5.72385712417001e-07,"up","AC104964.4"
"C11orf72",9.88344365366609e-12,0.175574100908123,0.208,0.406,5.75236187530674e-07,"up","C11orf72"
"AL122017.1",1.05483845085198e-11,0.245364178551447,0.24,0.434,6.13937075164869e-07,"up","AL122017.1"
"AC008026.3",1.09215221576584e-11,0.193895461825139,0.344,0.481,6.35654432620033e-07,"up","AC008026.3"
"AC079684.1",1.11214729351002e-11,0.140686781405909,0.125,0.368,6.47291967768704e-07,"up","AC079684.1"
"LINC01415",1.1243879351951e-11,0.212423321567921,0.25,0.425,6.54416266042249e-07,"up","LINC01415"
"GRIA4",1.29964297614985e-11,1.17309261935312,0.938,0.972,7.56418204978733e-07,"up","GRIA4"
"LINC01030",1.30839999675821e-11,0.2094603124002,0.292,0.406,7.61514966113215e-07,"up","LINC01030"
"AC108676.1",1.30937093731486e-11,0.608530640471995,0.344,0.472,7.62080072935996e-07,"up","AC108676.1"
"LINC02024",1.33308103159919e-11,0.378126010603724,0.375,0.387,7.7587982201136e-07,"up","LINC02024"
"AC004223.2",1.34471840797915e-11,0.207217023610156,0.188,0.396,7.82653007812022e-07,"up","AC004223.2"
"AC011816.2",1.35787100508412e-11,0.425281203404123,0.302,0.453,7.90308082379057e-07,"up","AC011816.2"
"CNTFR",1.37335153738129e-11,0.241836891440308,0.146,0.5,7.99318061786661e-07,"up","CNTFR"
"PCDH12",1.42947391300428e-11,0.880183811162984,0.469,0.726,8.31982406846751e-07,"up","PCDH12"
"EPHX4",1.44471763408221e-11,0.403107692538558,0.26,0.557,8.4085455738853e-07,"up","EPHX4"
"AP000777.2",1.45302722350523e-11,0.163078369781249,0.146,0.33,8.45690904624516e-07,"up","AP000777.2"
"C5orf60",1.48955739448163e-11,0.156032181377026,0.146,0.283,8.66952194736197e-07,"up","C5orf60"
"AC005081.1",1.49042082649424e-11,0.275738998988421,0.292,0.396,8.67454729436179e-07,"up","AC005081.1"
"COQ9",1.50549415071849e-11,0.942265112132985,0.917,0.991,8.76227705601176e-07,"up","COQ9"
"AC188617.2",1.53220014506094e-11,0.127501579314265,0.146,0.358,8.91771128428366e-07,"up","AC188617.2"
"AC121493.1",1.55628154037866e-11,0.154524142158802,0.208,0.387,9.05786982131185e-07,"up","AC121493.1"
"OR7A17",1.58659483604577e-11,0.167070792420694,0.177,0.406,9.23429926475358e-07,"up","OR7A17"
"AC109347.2",1.60471094024853e-11,0.172068983759893,0.198,0.406,9.33973861443448e-07,"up","AC109347.2"
"TMEM200B",1.60478748985558e-11,0.156805978364282,0.125,0.387,9.34018414845748e-07,"up","TMEM200B"
"PRSS35",1.60836784193991e-11,0.20995049306078,0.219,0.396,9.36102251365869e-07,"up","PRSS35"
"AC103831.1",1.62691117394126e-11,0.187374691632593,0.271,0.443,9.46894841457294e-07,"up","AC103831.1"
"BROX",1.63161612897847e-11,1.10200340144979,0.969,1,9.49633219388048e-07,"up","BROX"
"AL354956.1",1.67198252186092e-11,0.15769773538345,0.167,0.387,9.73127267373495e-07,"up","AL354956.1"
"AC026740.3",1.6808273903054e-11,0.177474984848433,0.177,0.274,9.78275157705548e-07,"up","AC026740.3"
"AC211433.2",1.69974275478555e-11,0.147006478033433,0.146,0.368,9.89284278140283e-07,"up","AC211433.2"
"NRG1-IT3",1.74919415103721e-11,0.154812035291184,0.219,0.415,1.01806597978668e-06,"up","NRG1-IT3"
"CYP20A1",1.7614988119907e-11,0.906923285699876,0.969,1,1.02522753855483e-06,"up","CYP20A1"
"ASPG",1.77095532604641e-11,0.15365780541947,0.177,0.349,1.03073141886553e-06,"up","ASPG"
"TNFRSF10C",1.77596804755188e-11,0.800758137395468,0.635,0.764,1.03364892303614e-06,"up","TNFRSF10C"
"AC004263.1",1.83420576433677e-11,0.183032564594982,0.271,0.472,1.06754443895929e-06,"up","AC004263.1"
"AC078845.1",1.83788344003549e-11,0.38768059316944,0.354,0.547,1.06968491976946e-06,"up","AC078845.1"
"TM4SF4",1.85343031244292e-11,-1.61030276001058,0.854,1,1.07873351044803e-06,"down","TM4SF4"
"TNFRSF10A",1.93201250756283e-11,0.342211889670938,0.375,0.585,1.12446991965172e-06,"up","TNFRSF10A"
"AL031595.2",1.96112885236176e-11,0.235586255921613,0.365,0.509,1.14141621465159e-06,"up","AL031595.2"
"SLC5A1",1.98140377620536e-11,-0.768212365955947,0.573,0.962,1.15321662582705e-06,"down","SLC5A1"
"ARHGAP17",1.99497870066336e-11,1.44413337271098,0.885,0.991,1.16111750336009e-06,"up","ARHGAP17"
"CYP26B1",2.05726391786918e-11,0.495791141479899,0.292,0.443,1.19736874547822e-06,"up","CYP26B1"
"AL355810.1",2.10731334483611e-11,0.239283003071577,0.208,0.358,1.22649851296151e-06,"up","AL355810.1"
"AC025160.1",2.14100467239882e-11,0.168350623783825,0.156,0.349,1.24610753942956e-06,"up","AC025160.1"
"AC004969.1",2.1660591680541e-11,0.149853583463663,0.208,0.406,1.26068975699085e-06,"up","AC004969.1"
"BACH1-IT2",2.18459651533406e-11,0.1633057843057,0.188,0.396,1.27147886385473e-06,"up","BACH1-IT2"
"ACP7",2.20265901682952e-11,0.277718504401561,0.271,0.519,1.28199160097512e-06,"up","ACP7"
"AC012181.2",2.24892248135109e-11,0.178292352186817,0.177,0.264,1.30891786259596e-06,"up","AC012181.2"
"CXCL5",2.2778107042992e-11,0.453747379168048,0.375,0.519,1.32573138611622e-06,"up","CXCL5"
"PLEK",2.28286548771996e-11,0.12080466076991,0.177,0.425,1.32867337116277e-06,"up","PLEK"
"AL121809.1",2.4081765217889e-11,0.165669595824858,0.271,0.396,1.40160689921157e-06,"up","AL121809.1"
"NCAM1-AS1",2.4169442431611e-11,0.183029099959107,0.188,0.33,1.40670988840462e-06,"up","NCAM1-AS1"
"AC138028.1",2.43374324963683e-11,0.158771035207445,0.146,0.358,1.41648724615363e-06,"up","AC138028.1"
"AP002954.2",2.44291503369488e-11,0.369234601525755,0.271,0.434,1.42182540791109e-06,"up","AP002954.2"
"PCDH10",2.47555468230707e-11,1.24889051476625,0.781,0.906,1.44082233619636e-06,"up","PCDH10"
"LINC01548",2.51322061507774e-11,0.278648502367845,0.208,0.358,1.46274466238754e-06,"up","LINC01548"
"CARMIL1",2.55938332224959e-11,1.60687178929068,0.917,0.887,1.48961228121571e-06,"up","CARMIL1"
"AC012213.3",2.57264174538887e-11,0.153245543637301,0.167,0.415,1.49732894865123e-06,"up","AC012213.3"
"AL589765.5",2.71695140241444e-11,0.180454929331927,0.26,0.472,1.58132005523325e-06,"up","AL589765.5"
